               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 313,            0.016237,           0.0073526,           0.0011605,             0.85526,             0.80767,             0.86161,             0.50982,            0.028366,            0.013546,            0.009243,           0.0069112,           0.0069112,           0.0069112
                 314,            0.015981,           0.0067531,           0.0014683,             0.87241,             0.80943,               0.863,             0.51598,             0.02832,            0.013796,           0.0092377,           0.0069013,           0.0069013,           0.0069013
                 315,            0.015186,           0.0070923,           0.0010731,             0.86519,             0.82482,             0.86806,             0.51769,            0.028063,            0.013809,           0.0082481,           0.0068914,           0.0068914,           0.0068914
                 316,            0.015403,           0.0070312,           0.0011643,             0.89243,             0.82401,             0.87557,             0.51175,            0.028666,            0.014051,           0.0056168,           0.0068815,           0.0068815,           0.0068815
                 317,            0.015624,           0.0068122,           0.0011043,             0.93042,             0.78873,              0.8749,              0.5122,            0.028602,            0.014591,           0.0052704,           0.0068716,           0.0068716,           0.0068716
                 318,            0.016099,           0.0072124,          0.00081514,             0.93737,             0.78768,             0.87992,             0.51893,            0.028483,            0.014455,           0.0045727,           0.0068617,           0.0068617,           0.0068617
                 319,             0.01502,           0.0066901,           0.0010242,             0.92461,             0.82237,             0.88245,             0.52543,            0.028448,            0.014068,           0.0041306,           0.0068518,           0.0068518,           0.0068518
                 320,            0.016063,            0.007093,           0.0011017,             0.92374,             0.80636,              0.8868,             0.53381,            0.028395,            0.013856,            0.004512,           0.0068419,           0.0068419,           0.0068419
                 321,            0.015842,           0.0072391,           0.0011752,             0.91824,             0.82729,             0.88895,             0.53707,            0.028343,            0.013984,           0.0047298,            0.006832,            0.006832,            0.006832
                 322,            0.015081,           0.0068815,            0.001169,             0.87927,             0.85764,             0.89104,             0.53298,            0.028605,            0.013823,           0.0057831,           0.0068221,           0.0068221,           0.0068221
                 323,            0.015772,           0.0061141,          0.00085086,             0.86183,             0.84918,             0.87971,             0.52539,            0.029024,             0.01377,           0.0079285,           0.0068122,           0.0068122,           0.0068122
                 324,            0.016265,           0.0073298,           0.0010701,             0.89865,             0.81486,             0.86049,             0.52171,            0.028479,            0.013598,           0.0088303,           0.0068023,           0.0068023,           0.0068023
                 325,            0.016939,           0.0074948,           0.0011357,             0.94414,             0.78371,             0.85879,              0.5156,            0.028233,             0.01351,           0.0079601,           0.0067924,           0.0067924,           0.0067924
                 326,            0.015256,           0.0067411,           0.0011029,             0.90428,             0.83304,             0.88142,             0.51303,            0.028032,            0.013524,           0.0065514,           0.0067825,           0.0067825,           0.0067825
                 327,            0.016365,            0.007268,           0.0015377,             0.91547,             0.83321,             0.87279,             0.52407,            0.028076,            0.013409,           0.0059349,           0.0067726,           0.0067726,           0.0067726
                 328,            0.016708,           0.0070498,            0.001221,             0.91642,              0.8253,             0.86937,             0.52085,            0.028131,            0.013594,           0.0053288,           0.0067627,           0.0067627,           0.0067627
